506,23
ID,TOWN,TOWNNO,TRACT,LON,LAT,x,y,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
457,Boston Dorchester      ,84,1001,-71.0517,42.1735,330.540,4670.860,12.7,12.7,4.66883,0.00,18.10,0,0.713,5.976,87.90,2.5806,24,666,20.2,10.48,19.01
458,Boston Dorchester      ,84,1002,-71.0515,42.1700,330.540,4670.470,13.5,13.5,8.20058,0.00,18.10,0,0.713,5.936,80.30,2.7792,24,666,20.2,3.50,16.94
459,Boston Dorchester      ,84,1003,-71.0475,42.1690,330.870,4670.360,14.9,14.9,7.75223,0.00,18.10,0,0.713,6.301,83.70,2.7831,24,666,20.2,272.21,16.23
460,Boston Dorchester      ,84,1004,-71.0430,42.1690,331.240,4670.350,20.0,20.0,6.80117,0.00,18.10,0,0.713,6.081,84.40,2.7175,24,666,20.2,396.90,14.70
461,Boston Dorchester      ,84,1005,-71.0430,42.1728,331.250,4670.770,16.4,16.4,4.81213,0.00,18.10,0,0.713,6.701,90.00,2.5975,24,666,20.2,255.23,16.42
462,Boston Dorchester      ,84,1006,-71.0350,42.1745,331.920,4670.940,17.7,17.7,3.69311,0.00,18.10,0,0.713,6.376,88.40,2.5671,24,666,20.2,391.43,14.65
463,Boston Dorchester      ,84,1007,-71.0310,42.1695,332.240,4670.380,19.5,19.5,6.65492,0.00,18.10,0,0.713,6.317,83.00,2.7344,24,666,20.2,396.90,13.99
464,Boston Dorchester      ,84,1008,-71.0358,42.1675,331.830,4670.170,20.2,20.2,5.82115,0.00,18.10,0,0.713,6.513,89.90,2.8016,24,666,20.2,393.82,10.29
465,Boston Dorchester      ,84,1009,-71.0450,42.1640,331.070,4669.800,21.4,21.4,7.83932,0.00,18.10,0,0.655,6.209,65.40,2.9634,24,666,20.2,396.90,13.22
466,Boston Dorchester      ,84,1010,-71.0550,42.1650,330.240,4669.930,19.9,19.9,3.16360,0.00,18.10,0,0.655,5.759,48.20,3.0665,24,666,20.2,334.40,14.13
467,Boston Dorchester      ,84,1011,-71.0550,42.1685,330.250,4670.320,19.0,19.0,3.77498,0.00,18.10,0,0.655,5.952,84.70,2.8715,24,666,20.2,22.01,17.15
468,Boston Mattapan        ,85,1101,-71.0660,42.1780,329.370,4671.390,19.1,19.1,4.42228,0.00,18.10,0,0.584,6.003,94.50,2.5403,24,666,20.2,331.29,21.32
469,Boston Mattapan        ,85,1102,-71.0700,42.1680,329.010,4670.290,19.1,19.1,15.57570,0.00,18.10,0,0.580,5.926,71.00,2.9084,24,666,20.2,368.74,18.13
470,Boston Mattapan        ,85,1103,-71.0690,42.1725,329.110,4670.790,20.1,20.1,13.07510,0.00,18.10,0,0.580,5.713,56.70,2.8237,24,666,20.2,396.90,14.76
471,Boston Mattapan        ,85,1104,-71.0740,42.1680,328.680,4670.300,19.9,19.9,4.34879,0.00,18.10,0,0.580,6.167,84.00,3.0334,24,666,20.2,396.90,16.29
472,Boston Mattapan        ,85,1105,-71.0825,42.1698,327.980,4670.510,19.6,19.6,4.03841,0.00,18.10,0,0.532,6.229,90.70,3.0993,24,666,20.2,395.33,12.87
473,Boston Mattapan        ,85,1106,-71.0833,42.1750,327.930,4671.090,23.2,23.2,3.56868,0.00,18.10,0,0.580,6.437,75.00,2.8965,24,666,20.2,393.37,14.36
474,Boston Forest Hills    ,86,1201,-71.0732,42.1840,328.790,4672.070,29.8,29.8,4.64689,0.00,18.10,0,0.614,6.980,67.60,2.5329,24,666,20.2,374.68,11.66
475,Boston Forest Hills    ,86,1202,-71.0550,42.1830,330.290,4671.930,13.8,13.8,8.05579,0.00,18.10,0,0.584,5.427,95.40,2.4298,24,666,20.2,352.58,18.14
476,Boston Forest Hills    ,86,1203,-71.0511,42.1879,330.630,4672.460,13.3,13.3,6.39312,0.00,18.10,0,0.584,6.162,97.40,2.2060,24,666,20.2,302.76,24.10
477,Boston Forest Hills    ,86,1204,-71.0565,42.1880,330.180,4672.480,16.7,16.7,4.87141,0.00,18.10,0,0.614,6.484,93.60,2.3053,24,666,20.2,396.21,18.68
478,Boston Forest Hills    ,86,1205,-71.0528,42.1920,330.500,4672.920,12.0,12.0,15.02340,0.00,18.10,0,0.614,5.304,97.30,2.1007,24,666,20.2,349.48,24.91
479,Boston Forest Hills    ,86,1206,-71.0558,42.1913,330.250,4672.850,14.6,14.6,10.23300,0.00,18.10,0,0.614,6.185,96.70,2.1705,24,666,20.2,379.70,18.03
480,Boston Forest Hills    ,86,1207,-71.0670,42.1945,329.330,4673.230,21.4,21.4,14.33370,0.00,18.10,0,0.614,6.229,88.00,1.9512,24,666,20.2,383.32,13.11
481,Boston West Roxbury    ,87,1301,-71.1008,42.1740,326.480,4671.020,23.0,23.0,5.82401,0.00,18.10,0,0.532,6.242,64.70,3.4242,24,666,20.2,396.90,10.74
482,Boston West Roxbury    ,87,1302,-71.0950,42.1730,326.960,4670.900,23.7,23.7,5.70818,0.00,18.10,0,0.532,6.750,74.90,3.3317,24,666,20.2,393.07,7.74
483,Boston West Roxbury    ,87,1303,-71.0900,42.1665,327.350,4670.160,25.0,25.0,5.73116,0.00,18.10,0,0.532,7.061,77.00,3.4106,24,666,20.2,395.28,7.01
484,Boston West Roxbury    ,87,1304,-71.0975,42.1608,326.720,4669.550,21.8,21.8,2.81838,0.00,18.10,0,0.532,5.762,40.30,4.0983,24,666,20.2,392.92,10.42
485,Boston Hyde Park       ,88,1401,-71.0804,42.1540,328.110,4668.760,20.6,20.6,2.37857,0.00,18.10,0,0.583,5.871,41.90,3.7240,24,666,20.2,370.73,13.34
486,Boston Hyde Park       ,88,1402,-71.0750,42.1455,328.540,4667.800,21.2,21.2,3.67367,0.00,18.10,0,0.583,6.312,51.90,3.9917,24,666,20.2,388.62,10.58
487,Boston Hyde Park       ,88,1403,-71.0715,42.1550,328.850,4668.850,19.1,19.1,5.69175,0.00,18.10,0,0.583,6.114,79.80,3.5459,24,666,20.2,392.68,14.98
488,Boston Hyde Park       ,88,1404,-71.0650,42.1610,329.400,4669.500,20.6,20.6,4.83567,0.00,18.10,0,0.583,5.905,53.20,3.1523,24,666,20.2,388.22,11.45
489,Chelsea                ,89,1601,-71.0189,42.2344,333.410,4677.560,15.2,15.2,0.15086,0.00,27.74,0,0.609,5.454,92.70,1.8209,4,711,20.1,395.09,18.06
490,Chelsea                ,89,1602,-71.0228,42.2335,333.080,4677.470,7.0,7.0,0.18337,0.00,27.74,0,0.609,5.414,98.30,1.7554,4,711,20.1,344.05,23.97
491,Chelsea                ,89,1604,-71.0245,42.2368,332.950,4677.840,8.1,8.1,0.20746,0.00,27.74,0,0.609,5.093,98.00,1.8226,4,711,20.1,318.43,29.68
492,Chelsea                ,89,1605,-71.0160,42.2382,333.660,4677.980,13.6,13.6,0.10574,0.00,27.74,0,0.609,5.983,98.80,1.8681,4,711,20.1,390.11,18.07
493,Chelsea                ,89,1606,-71.0297,42.2447,332.540,4678.730,20.1,20.1,0.11132,0.00,27.74,0,0.609,5.983,83.50,2.1099,4,711,20.1,396.90,13.35
494,Revere                 ,90,1701,-71.0125,42.2462,333.970,4678.860,21.8,21.8,0.17331,0.00,9.69,0,0.585,5.707,54.00,2.3817,6,391,19.2,396.90,12.01
495,Revere                 ,90,1702,-71.0125,42.2500,333.980,4679.280,24.5,24.5,0.27957,0.00,9.69,0,0.585,5.926,42.60,2.3817,6,391,19.2,396.90,13.59
496,Revere                 ,90,1703,-71.0105,42.2547,334.150,4679.800,23.1,23.1,0.17899,0.00,9.69,0,0.585,5.670,28.80,2.7986,6,391,19.2,393.29,17.60
497,Revere                 ,90,1704,-71.0010,42.2525,334.930,4679.540,19.7,19.7,0.28960,0.00,9.69,0,0.585,5.390,72.90,2.7986,6,391,19.2,396.90,21.14
498,Revere                 ,90,1705,-70.9947,42.2496,335.440,4679.200,18.3,18.3,0.26838,0.00,9.69,0,0.585,5.794,70.60,2.8927,6,391,19.2,396.90,14.10
499,Revere                 ,90,1706,-71.0050,42.2455,334.580,4678.770,21.2,21.2,0.23912,0.00,9.69,0,0.585,6.019,65.30,2.4091,6,391,19.2,396.90,12.92
500,Revere                 ,90,1707,-70.9985,42.2430,335.110,4678.480,17.5,17.5,0.17783,0.00,9.69,0,0.585,5.569,73.50,2.3999,6,391,19.2,395.77,15.10
501,Revere                 ,90,1708,-70.9920,42.2380,335.640,4677.910,16.8,16.8,0.22438,0.00,9.69,0,0.585,6.027,79.70,2.4982,6,391,19.2,396.90,14.33
502,Winthrop               ,91,1801,-70.9860,42.2312,336.110,4677.140,22.4,22.4,0.06263,0.00,11.93,0,0.573,6.593,69.10,2.4786,1,273,21.0,391.99,9.67
503,Winthrop               ,91,1802,-70.9910,42.2275,335.690,4676.740,20.6,20.6,0.04527,0.00,11.93,0,0.573,6.120,76.70,2.2875,1,273,21.0,396.90,9.08
504,Winthrop               ,91,1803,-70.9948,42.2260,335.370,4676.580,23.9,23.9,0.06076,0.00,11.93,0,0.573,6.976,91.00,2.1675,1,273,21.0,396.90,5.64
505,Winthrop               ,91,1804,-70.9875,42.2240,335.970,4676.350,22.0,22.0,0.10959,0.00,11.93,0,0.573,6.794,89.30,2.3889,1,273,21.0,393.45,6.48
506,Winthrop               ,91,1805,-70.9825,42.2210,336.380,4676.000,11.9,19.0,0.04741,0.00,11.93,0,0.573,6.030,80.80,2.5050,1,273,21.0,396.90,7.88
